Date,Reported Cause of Incident,cause_sub ,State,County,Operator ID,Operator Name,System Type,Report ID,Fatalities,Injuries,Cost_Reported,Total Cost Current Year Dollars,b_spilled,b_lost
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,TX,HARRIS,4499,CENTERPOINT ENERGY RESOURCES CORPORATION,GAS DISTRIBUTION,20060119,0,0,52079,63985,0,0
05/15/2006,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",N/A,,31506,CONOCOPHILLIPS COMPANY (E&P-L-48),HAZARDOUS LIQUID,20060157,0,0,2,2,7,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,UT,SALT LAKE,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,GAS DISTRIBUTION,20060102,0,0,100770,125699,0,0
05/16/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,NM,LUNA,18092,"SFPP, LP",HAZARDOUS LIQUID,20060166,0,0,5142,6423,2,0
,,UNSPECIFIED MATERIAL/WELD FAILURE,KS,CLOUD,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HAZARDOUS LIQUID,20060176,0,0,1200,1499,0,0
,NATURAL FORCE DAMAGE,LIGHTNING,AL,ESCAMBIA,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20060165,0,0,70984,88668,400,400
05/17/2006,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,OH,ALLEN,32147,MARATHON PIPE LINE LLC,HAZARDOUS LIQUID,20060170,0,0,15909,19872,0,0
05/18/2006,ALL OTHER CAUSES,MISCELLANEOUS,IL,GRUNDY,4472,CYPRESS INTERSTATE PIPELINE LLC,HAZARDOUS LIQUID,20060172,0,0,293619,366767,30,30
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,LA,LA FOURCHE,18416,SOUTH COAST GAS CO INC,GAS DISTRIBUTION,20060098,0,0,331,162,0,0
,INCORRECT OPERATION,INCORRECT OPERATION,IN,LAKE,22830,WOLVERINE PIPELINE CO,HAZARDOUS LIQUID,20060173,0,0,1942,2426,7,6
05/19/2006,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,OH,ATHENS,19160,TENNESSEE GAS PIPELINE COMPANY,GAS TRANSMISSION,20060081,0,0,200000,234622,0,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,IL,MCHENRY,13710,NORTHERN ILLINOIS GAS CO,GAS DISTRIBUTION,20060107,0,0,551000,687888,0,0
05/21/2006,ALL OTHER CAUSES,MISCELLANEOUS,CA,PLACER,18092,"SFPP, LP",HAZARDOUS LIQUID,20060175,0,0,50512,63096,4,0
,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,TX,MCLENNAN,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20060180,0,0,29245,36531,5,2
05/23/2006,CORROSION,INTERNAL,LA,BOSSIER,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",HAZARDOUS LIQUID,20060146,0,0,71030,88725,2,0
,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,KS,RENO,4472,CYPRESS INTERSTATE PIPELINE LLC,HAZARDOUS LIQUID,20060179,0,0,180,225,1,1
,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NE,DOUGLAS,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20060151,0,0,167100,208729,2,2
05/24/2006,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,WA,LINCOLN,13845,NORTHWEST PIPELINE LLC,GAS TRANSMISSION,20060080,0,0,150000,187369,0,0
,,UNSPECIFIED MATERIAL/WELD FAILURE,TX,CHAMBERS,4906,EXXONMOBIL PIPELINE CO,HAZARDOUS LIQUID,20060171,0,0,550,687,1,1
05/25/2006,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NM,SAN JUAN,2371,"WESTERN REFINING SOUTHWEST, INC",HAZARDOUS LIQUID,20060143,0,0,0,0,"1,462",300
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,TX,TARRANT,30755,CITGO PRODUCTS PIPELINE CO,HAZARDOUS LIQUID,20060155,0,0,14175,17706,2,0
05/26/2006,INCORRECT OPERATION,INCORRECT OPERATION,CA,LOS ANGELES,18092,"SFPP, LP",HAZARDOUS LIQUID,20060182,0,0,32937,41142,27,0
,,UNSPECIFIED INCORRECT OPERATION,IA,WOODBURY,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20060178,0,0,13747,17172,3,0
05/27/2006,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,LA,TERREBONNE,18416,SOUTH COAST GAS CO INC,GAS DISTRIBUTION,20060105,0,0,181,89,0,0
,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,WY,NATRONA,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC",HAZARDOUS LIQUID,20060164,0,0,4660,5821,8,8
05/30/2006,ALL OTHER CAUSES,MISCELLANEOUS,CA,STANISLAUS,15007,PACIFIC GAS & ELECTRIC CO,GAS DISTRIBUTION,20060110,0,1,50000,62456,0,0
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,LA,ASCENSION,20160,"PETROLOGISTICS OLEFINS, LLC",HAZARDOUS LIQUID,20070165,0,0,9,11,0,0
,,,TX,WALKER,4805,EXPLORER PIPELINE CO,HAZARDOUS LIQUID,20060174,0,0,23039,28779,1,0
05/31/2006,CORROSION,EXTERNAL,TX,ERATH,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20070117,0,0,38725,48372,15,15
,,,,,,,,20070118,0,0,23725,29635,10,10
,INCORRECT OPERATION,INCORRECT OPERATION,MN,HENNEPIN,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",GAS DISTRIBUTION,20060116,0,2,1000,489,0,0
,,,TX,POTTER,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20060150,0,0,670,837,12,2
,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,MI,ST. CLAIR,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20060183,0,0,150000,187369,20,0
,,"THREADS STRIPPED, BROKEN PIPE COUPLING",KS,RICE,13750,NORTHERN NATURAL GAS CO,GAS TRANSMISSION,20060076,0,0,50150,24636,0,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,CA,SHASTA,15007,PACIFIC GAS & ELECTRIC CO,GAS DISTRIBUTION,20060121,0,0,50100,62581,0,0
06/01/2006,CORROSION,UNSPECIFIED CORROSION,LA,FRANKLIN,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20060177,0,0,6060,7570,3,3
,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,OK,KAY,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20060181,0,0,40000,49965,300,300
06/02/2006,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,VA,,17360,"RICHMOND, CITY OF",GAS DISTRIBUTION,20060104,0,0,168800,210852,0,0
06/03/2006,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,PA,CRAWFORD,19160,TENNESSEE GAS PIPELINE COMPANY,GAS TRANSMISSION,20060083,0,1,55000,35407,0,0
,,,,CRAWFORD COUNTY,13062,NATIONAL FUEL GAS DISTRIBUTION CORP - NEW YORK,GAS DISTRIBUTION,20060113,0,1,160000,192258,0,0
06/05/2006,CORROSION,EXTERNAL,CA,CONTRA COSTA,31296,"VENOCO, INC",GAS TRANSMISSION,20070025,0,0,70000,83638,0,0
,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,CA,ORANGE COUNTY,18484,SOUTHERN CALIFORNIA GAS CO,GAS DISTRIBUTION,20060109,0,0,50500,62701,0,0
,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",TX,CHAMBERS,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",HAZARDOUS LIQUID,20060163,0,0,1918,2396,15,15
06/06/2006,CORROSION,INTERNAL,OH,WOOD,12470,MID - VALLEY PIPELINE CO,HAZARDOUS LIQUID,20060190,0,0,30000,37474,20,0
,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,OK,ATOKA,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),GAS TRANSMISSION,20060078,0,0,123791,97882,0,0
06/07/2006,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,TX,DALLAS,31978,ATMOS PIPELINE - TEXAS,GAS TRANSMISSION,20060100,0,0,81000,83695,0,0
,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,MO,CHARITON,31189,BP PIPELINE (NORTH AMERICA) INC.,HAZARDOUS LIQUID,20060189,0,0,20000,24983,4,0
,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,OH,CLINTON,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",HAZARDOUS LIQUID,20060162,0,0,133218,166406,5,5
06/09/2006,CORROSION,UNSPECIFIED CORROSION,CA,LOS ANGELES,26136,PARAMOUNT PETROLEUM CORP,HAZARDOUS LIQUID,20060237,0,0,11827,14773,0,0
,INCORRECT OPERATION,INCORRECT OPERATION,AR,FAULKNER,602,"ENABLE GAS TRANSMISSION, LLC",GAS TRANSMISSION,20060085,0,0,100766,125869,0,0
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,CA,LOS ANGELES,18092,"SFPP, LP",HAZARDOUS LIQUID,20060187,0,0,520,650,0,0
,,,,,31325,PACIFIC PIPELINE SYSTEM LLC,HAZARDOUS LIQUID,20070164,0,0,1090,1362,0,0
06/10/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,TX,EL PASO,18092,"SFPP, LP",HAZARDOUS LIQUID,20060188,0,0,557,696,2,0
06/11/2006,INCORRECT OPERATION,INCORRECT OPERATION,IN,LAKE,1845,"BUCKEYE PARTNERS, LP",HAZARDOUS LIQUID,20060191,0,0,41300,51589,10,10
06/12/2006,CORROSION,UNSPECIFIED CORROSION,AR,UNION,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",HAZARDOUS LIQUID,20060169,0,0,5005,6252,1,0
,,,MO,JACKSON,15156,SINCLAIR TRANSPORTATION COMPANY,HAZARDOUS LIQUID,20060184,0,0,46040,57510,1,1
,,,TX,CALDWELL,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20060168,0,0,10150,12679,2,2
,NATURAL FORCE DAMAGE,LIGHTNING,OK,TULSA,4805,EXPLORER PIPELINE CO,HAZARDOUS LIQUID,20060192,0,0,5883282,7348955,0,0
06/13/2006,ALL OTHER CAUSES,MISCELLANEOUS,LA,TERREBONNE,19270,"TEXAS GAS TRANSMISSION, LLC",GAS TRANSMISSION,20060088,0,0,0,0,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,OSAGE,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20060234,0,0,50000,62456,16,16
,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,LA,PLAQUEMINES,26085,"PLAINS MARKETING, L.P.",HAZARDOUS LIQUID,20060185,0,0,27400,34226,20,20
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,CA,SANTA CLARA,15007,PACIFIC GAS & ELECTRIC CO,GAS DISTRIBUTION,20080020,0,0,90000,112421,0,0
06/14/2006,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,TX,LUBBOCK COUNTY,857,"MARKWEST PINNACLE, L.L.C.",GAS TRANSMISSION,20060084,0,0,0,0,0,0
06/15/2006,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,SEMINOLE,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20060201,0,0,4200,5246,200,0
06/16/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,ND,BOTTINEAU,15774,NORTH DAKOTA PIPELINE COMPANY LLC,HAZARDOUS LIQUID,20060199,0,0,40000,49965,0,0
,NATURAL FORCE DAMAGE,LIGHTNING,MN,HENNEPIN,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",GAS DISTRIBUTION,20060115,0,0,71000,88688,0,0
,,,SD,MINNEHAHA,13750,NORTHERN NATURAL GAS CO,GAS TRANSMISSION,20060082,0,0,14400,17987,0,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,CA,,15007,PACIFIC GAS & ELECTRIC CO,GAS DISTRIBUTION,20060126,0,0,750000,936844,0,0
06/18/2006,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,IL,COOK,13710,NORTHERN ILLINOIS GAS CO,GAS DISTRIBUTION,20060122,0,0,77000,95803,0,0
06/19/2006,CORROSION,INTERNAL,TX,TAYLOR,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20060203,0,0,183000,228590,500,333
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,CA,CONTRA COSTA,15007,PACIFIC GAS & ELECTRIC CO,GAS DISTRIBUTION,20060124,0,0,65200,81443,0,0
,,,NC,,15518,PIEDMONT NATURAL GAS CO INC,GAS DISTRIBUTION,20060112,0,0,770614,962234,0,0
,,,OH,SUMMIT,4060,DOMINION ENERGY OHIO,GAS DISTRIBUTION,20060128,0,0,181300,225478,0,0
,,,TX,SAN PATRICIO,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20060211,0,0,339836,424498,142,42
,INCORRECT OPERATION,INCORRECT OPERATION,OK,GARVIN,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20060186,0,0,11352,14180,20,5
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,TX,BRAZORIA,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20060197,0,0,10019,12515,1,0
,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,TX,HARRIS,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20060198,0,0,15263,19065,4,3
06/20/2006,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,LA,PLAQUEMINES,31189,BP PIPELINE (NORTH AMERICA) INC.,HAZARDOUS LIQUID,20060195,0,0,187050,233649,80,0
,,THIRD PARTY EXCAVATION DAMAGE,KY,HAZARD,7185,"HAZARD GAS CO, CITY OF",GAS DISTRIBUTION,20060130,0,2,0,0,0,0
06/22/2006,INCORRECT OPERATION,INCORRECT OPERATION,OK,TULSA,4805,EXPLORER PIPELINE CO,HAZARDOUS LIQUID,20060207,0,0,30000,37474,25,5
,OTHER OUTSIDE FORCE DAMAGE,PREVIOUS MECHANICAL DAMAGE,CA,ALAMEDA,18092,"SFPP, LP",HAZARDOUS LIQUID,20060206,0,0,1845651,2305449,16,14
06/23/2006,CORROSION,EXTERNAL,NM,LEA,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20060205,0,0,374900,468297,484,484
06/24/2006,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,VA,PRINCE WILLIAM,22182,WASHINGTON GAS LIGHT CO,GAS DISTRIBUTION,20060127,0,0,409157,511045,0,0
06/26/2006,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,MT,ROOSEVELT,31878,BRIDGER PIPELINE LLC,HAZARDOUS LIQUID,20080068,0,0,6000,7495,10,0
,,UNSPECIFIED EQUIPMENT FAILURE,MN,KANDIYOHI,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20060209,0,0,15415,19255,0,0
,,,TX,FRIO,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20060210,0,0,9064,11322,2,2
06/27/2006,ALL OTHER CAUSES,MISCELLANEOUS,CA,KERN,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20060208,0,0,1740,2173,140,10
,OTHER OUTSIDE FORCE DAMAGE,PREVIOUS MECHANICAL DAMAGE,MN,MORRISON,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20060218,0,0,4683871,5850741,"3,200",1450
06/28/2006,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NY,BROOME,13420,NEW YORK STATE ELECTRIC & GAS CORP,GAS DISTRIBUTION,20060125,0,0,50000,62456,0,0
,,,,,,,,20060133,0,0,100000,124913,0,0
06/29/2006,CORROSION,UNSPECIFIED CORROSION,TX,WINKLER,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20060212,0,0,11970,14952,1,1
,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,TX,NUECES,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20060215,0,0,29005,36231,1,1
07/01/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,NC,WAKE,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20060214,0,0,10000,12491,1,0
07/02/2006,ALL OTHER CAUSES,MISCELLANEOUS,AK,KENAI PENINSULA BOROUGH,4483,ENSTAR NATURAL GAS CO,GAS DISTRIBUTION,20060114,0,0,76050,94958,0,0
07/05/2006,ALL OTHER CAUSES,UNKNOWN,OCS,,19160,TENNESSEE GAS PIPELINE COMPANY,GAS TRANSMISSION,20060091,0,0,120000,134692,0,0
07/06/2006,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,WI,WAUKESHA,22763,WISCONSIN GAS LLC DBA WE ENERGIES,GAS DISTRIBUTION,20060137,0,0,182399,214896,0,0
,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,MI,MONROE,12127,MARATHON ASHLAND PIPE LINE LLC,HAZARDOUS LIQUID,20060216,0,0,10009,12502,0,0
07/07/2006,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,TX,PANOLA,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),GAS TRANSMISSION,20060086,0,0,99200,104377,0,0
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,MT,YELLOWSTONE,4906,EXXONMOBIL PIPELINE CO,HAZARDOUS LIQUID,20060202,0,0,105,131,2,0
07/09/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,TX,SAN PATRICIO,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20060226,0,0,5110,6383,2,1
07/10/2006,CORROSION,UNSPECIFIED CORROSION,OK,CARTER,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20060204,0,0,5287,6604,4,3
,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,MN,DAKOTA,13750,NORTHERN NATURAL GAS CO,GAS TRANSMISSION,20060092,0,0,50000,49534,0,0
,,THIRD PARTY EXCAVATION DAMAGE,WI,DOOR,32442,CEDAR GROVE RESORT & HARBOR,GAS DISTRIBUTION,20090135,2,4,1400833,1749182,0,0
,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,AZ,MARICOPA,32013,AMERIGAS PROPANE LP,HAZARDOUS LIQUID,20060219,0,0,0,0,0,0
,,JOINT/FITTING/COMPONENT,OCS,,18646,ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC,GAS TRANSMISSION,20060095,0,0,1319510,1557386,0,0
07/11/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,OK,CREEK,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20060213,0,0,662,827,3,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,GA,MUSCOGEE,3445,DIXIE PIPELINE COMPANY LLC,HAZARDOUS LIQUID,20060200,0,0,10000,12491,0,0
07/12/2006,CORROSION,UNSPECIFIED CORROSION,VA,FAIRFAX,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20060231,0,0,45000,56211,1,0
07/13/2006,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,MD,PRINCE GEORGES,22182,WASHINGTON GAS LIGHT CO,GAS DISTRIBUTION,20060135,0,0,200000,249825,0,0
07/14/2006,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,CA,LOS ANGELES,18484,SOUTHERN CALIFORNIA GAS CO,GAS DISTRIBUTION,20060131,0,0,52000,59633,0,0
07/15/2006,CORROSION,EXTERNAL,KS,RENO,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20060233,0,0,55075,68796,1,1
,,,TX,NUECES,1031,ONYX PIPELINE CO,GAS GATHERING,20060099,0,0,51000,42421,0,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,WY,PARK,12684,MONTANA - DAKOTA UTILITIES CO,GAS DISTRIBUTION,20060129,0,0,200000,249810,0,0
07/16/2006,ALL OTHER CAUSES,UNKNOWN,TX,PECOS,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",GAS DISTRIBUTION,20060138,0,0,2970,3470,0,0
07/17/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,OK,PAYNE,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20070094,0,0,1285,1605,0,0
07/18/2006,CORROSION,EXTERNAL,MS,LAUDERDALE,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,GAS DISTRIBUTION,20060142,1,0,200000,0,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,TX,HARRIS,4499,CENTERPOINT ENERGY RESOURCES CORPORATION,GAS DISTRIBUTION,20060141,0,0,75424,38552,0,0
,INCORRECT OPERATION,INCORRECT OPERATION,WV,MARSHALL,2714,"DOMINION ENERGY TRANSMISSION, INC.",GAS TRANSMISSION,20060102,0,0,0,0,0,0
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,IL,MADISON,1845,"BUCKEYE PARTNERS, LP",HAZARDOUS LIQUID,20060230,0,0,8300,10368,0,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NM,MCKINLEY,6141,NEW MEXICO GAS COMPANY,GAS TRANSMISSION,20070087,0,0,0,0,0,0
07/19/2006,ALL OTHER CAUSES,MISCELLANEOUS,LA,,2620,"COLUMBIA GULF TRANSMISSION, LLC",GAS TRANSMISSION,20060103,0,0,300000,374738,0,0
07/20/2006,ALL OTHER CAUSES,MISCELLANEOUS,GA,,909,"AUSTELL NATURAL GAS SYSTEM, CITY OF",GAS DISTRIBUTION,20080085,0,0,85000,106176,0,0
,CORROSION,INTERNAL,TX,,13750,NORTHERN NATURAL GAS CO,GAS GATHERING,20060089,0,0,1300000,1616261,0,0
,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,CA,LOS ANGELES,18484,SOUTHERN CALIFORNIA GAS CO,GAS DISTRIBUTION,20060134,0,0,50000,61696,0,0
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,NJ,UNION,1845,"BUCKEYE PARTNERS, LP",HAZARDOUS LIQUID,20060228,0,0,6000,7495,0,0
,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,IL,COOK,13710,NORTHERN ILLINOIS GAS CO,GAS DISTRIBUTION,20060139,0,0,50500,63081,0,0
07/21/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,IL,WILL,12628,MOBIL PIPE LINE COMPANY,HAZARDOUS LIQUID,20060236,0,0,8697,10864,1,0
,,,MT,MUSSELSHELL,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20060229,0,0,120,150,0,0
07/22/2006,CORROSION,EXTERNAL,KY,CLARK,19160,TENNESSEE GAS PIPELINE COMPANY,GAS TRANSMISSION,20060104,0,0,887566,899637,0,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,MS,WARREN,31794,MISSISSIPPI RIVER GAS LLC,GAS DISTRIBUTION,20060163,1,0,10978,9715,0,0
07/24/2006,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,CA,SAN JOAQUIN,18092,"SFPP, LP",HAZARDOUS LIQUID,20060238,0,0,223391,279043,12,0
07/25/2006,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MO,NEWTON,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",GAS TRANSMISSION,20060106,0,0,297344,358236,0,0
,INCORRECT OPERATION,INCORRECT OPERATION,GA,BIBB,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20060241,0,0,180200,225092,3,1
,,UNSPECIFIED INCORRECT OPERATION,IN,LAKE,4805,EXPLORER PIPELINE CO,HAZARDOUS LIQUID,20060242,0,0,21514,26874,4,1
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,WY,CARBON,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20060225,0,0,440,550,1,1
07/26/2006,ALL OTHER CAUSES,UNKNOWN,MO,,31720,"EXPRESS HOLDINGS (USA), LLC",HAZARDOUS LIQUID,20060240,0,0,0,0,0,0
,CORROSION,EXTERNAL,WI,POLK,21252,VIKING GAS TRANSMISSION CO,GAS TRANSMISSION,20060096,0,0,376500,281396,0,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,MN,ANOKA,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",GAS DISTRIBUTION,20060132,0,0,400000,499650,0,0
07/27/2006,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,MS,ISSAQUENA,12470,MID - VALLEY PIPELINE CO,HAZARDOUS LIQUID,20060245,0,0,127,159,0,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,IA,HENRY,30515,WINFIELD MUNICIPAL GAS,GAS DISTRIBUTION,20080058,0,0,151044,188639,0,0
,,,MS,HINDS,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,GAS DISTRIBUTION,20080059,0,0,22302,22235,0,0
